Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense
αἰώνιον	αἰώνιος	feminine	accusative	-	-	-	-	singular	eternal	adjective	11	-	Mt 19:16,Mt 19:29,Mt 25:46,Mt 25:46,Mk 10:17,Mk 10:30,Lk 10:25,Lk 18:18,Lk 18:30,Jn 3:15,Jn 3:16,Jn 3:36,Jn 4:14,Jn 4:36,Jn 5:24,Jn 5:39,Jn 6:27,Jn 6:40,Jn 6:47,Jn 6:54,Jn 10:28,Jn 12:25,Jn 17:2,Ac 13:48,Ro 2:7,Ro 5:21,Ro 6:22,2 Co 5:1,Ga 6:8,1 Ti 1:16,1 Pe 5:10,2 Pe 1:11,1 Jn 1:2,1 Jn 2:25,1 Jn 3:15,1 Jn 5:11,1 Jn 5:13,Jud 21	everlasting
αἰώνιον	αἰώνιος	neuter	accusative	-	-	-	-	singular	eternal	adjective	11	-	2 Co 4:17,Re 14:6	everlasting
αἰώνιος	αἰώνιος	feminine	nominative	-	-	-	-	singular	eternal	adjective	11	-	Jn 17:3,Ro 6:23,1 Jn 5:20	everlasting
αἰώνιός	αἰώνιος	feminine	nominative	-	-	-	-	singular	eternal	adjective	11	-	Jn 12:50	everlasting
αἰρόμενον	αἴρω	masculine	accusative	present	passive	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Mk 2:3	to be carried
αἴρει	αἴρω	-	-	present	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mk 4:15,Lk 8:12,Lk 11:22,Jn 16:22	to take away
αἴρει	αἴρω	-	-	present	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 10:18	to take (possession)
αἴρει	αἴρω	-	-	present	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 9:16,Mk 2:21,Jn 15:2	to remove
αἴρεις	αἴρω	-	-	present	active	indicative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 10:24	to lift up, to hold in suspense ⇔ to lift a soul up
αἴρεις	αἴρω	-	-	present	active	indicative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Lk 19:21	to take (possession)
αἴρεται	αἴρω	-	-	present	passive	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Ac 8:33	to be eliminated ⇔ be taken away
αἴρετε	αἴρω	-	-	present	active	imperative	second person	plural	I raise, lift; I carry, remove	verb	18	-	Lk 9:3	to take (possession)
αἴροντος	αἴρω	masculine	genitive	present	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Lk 6:30	to take (possession)
αἴροντός	αἴρω	masculine	genitive	present	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Lk 6:29	to take (possession)
αἴρων	αἴρω	masculine	nominative	present	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Jn 1:29	to remove
αἴρων	αἴρω	masculine	nominative	present	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Lk 19:22	to take (possession)
αἴρωσιν	αἴρω	-	-	present	active	subjunctive	third person	plural	I raise, lift; I carry, remove	verb	18	-	Mk 6:8	to collect
αἶρε	αἴρω	-	-	present	active	imperative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Lk 23:18,Ac 21:36,Ac 22:22	to eliminate ⇔ take away
ἀράτω	αἴρω	-	-	aorist	active	imperative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Lk 22:36	to take (possession)
ἀράτω	αἴρω	-	-	aorist	active	imperative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 16:24,Mk 8:34,Lk 9:23	to lift up, to deny oneself ⇔ carry the cross
ἀρθήσεται	αἴρω	-	-	future	passive	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 13:12,Mt 21:43,Mt 25:29,Mk 4:25	to be taken away (state)
ἀρθήσεται	αἴρω	-	-	future	passive	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Lk 8:18,Lk 19:26	to take away
ἀρθήτω	αἴρω	-	-	aorist	passive	imperative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Eph 4:31	to be eliminated ⇔ be taken away
ἀρθῇ	αἴρω	-	-	aorist	passive	subjunctive	third person	singular	I raise, lift; I carry, remove	verb	18	-	1 Co 5:2	to be taken away (state)
ἀρθῶσιν	αἴρω	-	-	aorist	passive	subjunctive	third person	plural	I raise, lift; I carry, remove	verb	18	-	Jn 19:31	to be taken away (state)
ἀροῦσίν	αἴρω	-	-	future	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Lk 4:11	to lift up
ἀροῦσίν	αἴρω	-	-	future	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Mt 4:6	to raise
ἀροῦσιν	αἴρω	-	-	future	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Jn 11:48	to eliminate ⇔ take away
ἀροῦσιν	αἴρω	-	-	future	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Mk 16:18	to lift up
ἀρῶ	αἴρω	-	-	future	active	indicative	first person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 20:15	to take away
ἄραντες	αἴρω	masculine	nominative	aorist	active	participle	-	plural	I raise, lift; I carry, remove	verb	18	-	Ac 27:13	to raise
ἄραντες	αἴρω	masculine	nominative	aorist	active	participle	-	plural	I raise, lift; I carry, remove	verb	18	-	Ac 27:17	to lift up
ἄρας	αἴρω	masculine	nominative	aorist	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Ac 21:11	to remove
ἄρας	αἴρω	masculine	nominative	aorist	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	1 Co 6:15	to take (possession)
ἄρας	αἴρω	masculine	nominative	aorist	active	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Mk 2:12,Lk 5:24,Lk 5:25	to lift up
ἄρατε	αἴρω	-	-	aorist	active	imperative	second person	plural	I raise, lift; I carry, remove	verb	18	-	Mt 25:28,Lk 19:24,Jn 2:16,Jn 11:39	to take away
ἄρατε	αἴρω	-	-	aorist	active	imperative	second person	plural	I raise, lift; I carry, remove	verb	18	-	Mt 11:29	to lift up
ἄρθητι	αἴρω	-	-	aorist	passive	imperative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Mk 11:23	to be lifted up (state)
ἄρθητι	αἴρω	-	-	aorist	passive	imperative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 21:21	to be taken away (state)
ἄρῃ	αἴρω	-	-	aorist	active	subjunctive	third person	singular	I raise, lift; I carry, remove	verb	18	-	1 Jn 3:5	to eliminate ⇔ take away
ἄρῃ	αἴρω	-	-	aorist	active	subjunctive	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mk 15:21	to bear (carry)
ἄρῃ	αἴρω	-	-	aorist	active	subjunctive	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 27:32	to lift up
ἄρῃ	αἴρω	-	-	aorist	active	subjunctive	third person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 19:38	to take away
ἄρῃ	αἴρω	-	-	aorist	active	subjunctive	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mk 15:24	to take (possession)
ἄρῃς	αἴρω	-	-	aorist	active	subjunctive	second person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 17:15	to take away
ἆραί	αἴρω	-	-	aorist	active	infinitive	-	-	I raise, lift; I carry, remove	verb	18	-	Mk 13:15	to collect
ἆραι	αἴρω	-	-	aorist	active	infinitive	-	-	I raise, lift; I carry, remove	verb	18	-	Mt 24:18,Jn 5:10	to lift up
ἆραι	αἴρω	-	-	aorist	active	infinitive	-	-	I raise, lift; I carry, remove	verb	18	-	Mt 24:17,Mk 13:16,Lk 17:31	to collect
ἆρον	αἴρω	-	-	aorist	active	imperative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 19:15,Jn 19:15	to eliminate ⇔ take away
ἆρον	αἴρω	-	-	aorist	active	imperative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 17:27,Mt 20:14,Mk 2:9,Mk 2:11,Jn 5:8,Jn 5:11,Jn 5:12	to lift up
ἆρόν	αἴρω	-	-	aorist	active	imperative	second person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 9:6	to lift up
ἠρμένον	αἴρω	masculine	accusative	perfect	passive	participle	-	singular	I raise, lift; I carry, remove	verb	18	-	Jn 20:1	to be taken away (state)
ἤρατε	αἴρω	-	-	aorist	active	indicative	second person	plural	I raise, lift; I carry, remove	verb	18	-	Mk 8:19,Mk 8:20	to collect
ἤρατε	αἴρω	-	-	aorist	active	indicative	second person	plural	I raise, lift; I carry, remove	verb	18	-	Lk 11:52	to take away
ἤρθη	αἴρω	-	-	aorist	passive	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Lk 9:17	to be collected (state)
ἤρθη	αἴρω	-	-	aorist	passive	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Ac 8:33	to be eliminated ⇔ be taken away
ἤρθη	αἴρω	-	-	aorist	passive	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Ac 20:9	to be taken (assumed)
ἦραν	αἴρω	-	-	aorist	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Mt 14:20,Mt 15:37,Mk 6:43,Mk 8:8	to collect
ἦραν	αἴρω	-	-	aorist	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Lk 17:13,Ac 4:24	to raise (voice)
ἦραν	αἴρω	-	-	aorist	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Mt 14:12,Mk 6:29,Jn 11:41,Jn 20:2,Jn 20:13	to take away
ἦρεν	αἴρω	-	-	aorist	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 5:9,Re 18:21	to lift up
ἦρεν	αἴρω	-	-	aorist	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 11:41	to lift up, to look up
ἦρεν	αἴρω	-	-	aorist	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Mt 24:39	to eliminate ⇔ take away
ἦρεν	αἴρω	-	-	aorist	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Re 10:5	to raise
ἦρεν	αἴρω	-	-	aorist	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Jn 19:38	to take away
ἦρκεν	αἴρω	-	-	perfect	active	indicative	third person	singular	I raise, lift; I carry, remove	verb	18	-	Col 2:14	to eliminate ⇔ take away
Ἦραν	αἴρω	-	-	aorist	active	indicative	third person	plural	I raise, lift; I carry, remove	verb	18	-	Jn 8:59	to lift up
αἰτήματα	αἴτημα	neuter	nominative, accusative	-	-	-	-	plural	-	noun	-	-	Php 4:6	request (message)
αἰτήματα	αἴτημα	neuter	accusative	-	-	-	-	plural	-	noun	-	-	1 Jn 5:15	request (object of)
αἴτημα	αἴτημα	neuter	accusative, nominative	-	-	-	-	singular	-	noun	-	-	Lk 23:24	request (message)
αἱμάτων	αἷμα	neuter	genitive	-	-	-	-	plural	blood	noun	27	-	Jn 1:13	lineage ⇔ blood
αἵματί	αἷμα	neuter	dative	-	-	-	-	singular	blood	noun	27	-	Lk 22:20	blood
αἵματί	αἷμα	neuter	dative	-	-	-	-	singular	blood	noun	27	-	Re 5:9	lifeblood
αἵματι	αἷμα	neuter	dative	-	-	-	-	singular	blood	noun	27	-	Heb 9:21,Heb 9:22,Heb 13:20,1 Jn 5:6,Re 7:14,Re 8:7,Re 19:13	blood
αἵματι	αἷμα	neuter	dative	-	-	-	-	singular	blood	noun	27	-	Ga 1:16	blood, person (finite)
αἵματι	αἷμα	neuter	dative	-	-	-	-	singular	blood	noun	27	-	Mt 23:30	murder ⇔ blood
αἵματι	αἷμα	neuter	dative	-	-	-	-	singular	blood	noun	27	-	Ro 3:25,Ro 5:9,1 Co 11:25,Eph 2:13,Heb 9:25,Heb 10:19,Heb 12:24,1 Pe 1:19,Re 1:5	lifeblood
αἵματος	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Lk 11:51,Lk 11:51,Ac 20:28,1 Co 10:16,1 Co 11:27,Eph 1:7,Col 1:20,Heb 9:12,Heb 9:12,Heb 11:28,Heb 13:12,1 Pe 1:2,Heb 9:18	lifeblood
αἵματος	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Mt 27:24,Ac 20:26	bloodguilt
αἵματος	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Mt 27:8,Mk 5:29,Lk 8:43,Lk 8:44,Lk 22:44,Ac 1:19,Ac 15:20,Ac 15:29,Heb 9:7,1 Jn 5:6,Re 17:6,Re 17:6,Mk 5:25	blood
αἵματος	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Heb 12:4	death ⇔ blood
αἵματος	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Heb 2:14	blood, physicality
αἵματος	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Mt 23:35,Mt 23:35	murder ⇔ blood
αἵματός	αἷμα	neuter	genitive	-	-	-	-	singular	blood	noun	27	-	Mt 27:6	lifeblood
αἷμά	αἷμα	neuter	nominative	-	-	-	-	singular	blood	noun	27	-	Mt 26:28,Mk 14:24,Jn 6:55	blood
αἷμα	αἷμα	neuter	accusative, nominative	-	-	-	-	singular	blood	noun	27	-	Heb 10:4	lifeblood
αἷμα	αἷμα	neuter	accusative	-	-	-	-	singular	blood	noun	27	-	Eph 6:12	blood, person (finite)
αἷμα	αἷμα	neuter	accusative	-	-	-	-	singular	blood	noun	27	-	Lk 13:1,Jn 6:53,Jn 6:54,Jn 6:56,Ac 2:19,Ac 2:20,Ac 21:25,Heb 9:19,Heb 10:29,Re 11:6	blood
αἷμα	αἷμα	neuter	nominative	-	-	-	-	singular	blood	noun	27	-	Ac 22:20,Heb 9:13,Heb 9:14,Heb 13:11,1 Jn 1:7	lifeblood
αἷμα	αἷμα	neuter	nominative	-	-	-	-	singular	blood	noun	27	-	Jn 19:34,Heb 9:20,1 Jn 5:8,Re 8:8,Re 14:20,Re 16:3,Re 16:4,Re 18:24	blood
αἷμα	αἷμα	neuter	accusative	-	-	-	-	singular	blood	noun	27	-	Re 19:2,Re 6:10	murder ⇔ blood
αἷμα	αἷμα	neuter	accusative	-	-	-	-	singular	blood	noun	27	-	Ac 5:28	bloodguilt
αἷμα	αἷμα	neuter	accusative	-	-	-	-	singular	blood	noun	27	-	Mt 27:4,Ro 3:15,Re 12:11,Re 16:6,Re 16:6	lifeblood
αἷμα	αἷμα	neuter	nominative	-	-	-	-	singular	blood	noun	27	-	Mt 16:17,1 Co 15:50	blood, person (finite)
αἷμα	αἷμα	neuter	nominative	-	-	-	-	singular	blood	noun	27	-	Mt 23:35,Mt 27:25,Lk 11:50,Ac 18:6	bloodguilt
αἷμα	αἷμα	neuter	nominative, accusative	-	-	-	-	singular	blood	noun	27	-	Re 6:12	blood
αὐξάνει	αὐξάνω	-	-	present	active	indicative	third person	singular	-	verb	-	-	Lk 12:27	to grow (natural)
αὐξάνειν	αὐξάνω	-	-	present	active	infinitive	-	-	-	verb	-	-	Jn 3:30	to become more significant ⇔ increase
αὐξάνετε	αὐξάνω	-	-	present	active	imperative	second person	plural	-	verb	-	-	2 Pe 3:18	to grow
αὐξάνουσιν	αὐξάνω	-	-	present	active	indicative	third person	plural	-	verb	-	-	Mt 6:28	to grow (natural)
αὐξάνων	αὐξάνω	masculine	nominative	present	active	participle	-	singular	-	verb	-	-	1 Co 3:7	to grow (something)
αὐξήσει	αὐξάνω	-	-	future	active	indicative	third person	singular	-	verb	-	-	2 Co 9:10	to increase (undergo change)
αὐξήσωμεν	αὐξάνω	-	-	aorist	active	subjunctive	first person	plural	-	verb	-	-	Eph 4:15	to grow
αὐξανομένης	αὐξάνω	feminine	genitive	present	passive	participle	-	singular	-	verb	-	-	2 Co 10:15	to increase (undergo change)
αὐξανόμενα	αὐξάνω	neuter	nominative, accusative	present	passive	participle	-	plural	-	verb	-	-	Mk 4:8	to grow
αὐξανόμενοι	αὐξάνω	masculine	nominative	present	passive	participle	-	plural	-	verb	-	-	Col 1:10	to grow
αὐξανόμενον	αὐξάνω	neuter	nominative	present	passive	participle	-	singular	-	verb	-	-	Col 1:6	to grow
αὐξηθῆτε	αὐξάνω	-	-	aorist	passive	subjunctive	second person	plural	-	verb	-	-	1 Pe 2:2	to grow
αὐξηθῇ	αὐξάνω	-	-	aorist	passive	subjunctive	third person	singular	-	verb	-	-	Mt 13:32	to grow (natural)
ηὔξανεν	αὐξάνω	-	-	imperfect	active	indicative	third person	singular	-	verb	-	-	Ac 12:24	to increase (undergo change), to circulate more ⇔ increase
ηὔξανεν	αὐξάνω	-	-	imperfect	active	indicative	third person	singular	-	verb	-	-	Ac 6:7,Ac 19:20	to circulate more ⇔ increase
ηὔξανεν	αὐξάνω	-	-	imperfect	active	indicative	third person	singular	-	verb	-	-	Lk 1:80,Lk 2:40	to grow (natural)
ηὔξανεν	αὐξάνω	-	-	imperfect	active	indicative	third person	singular	-	verb	-	-	1 Co 3:6	to grow (something)
ηὔξησεν	αὐξάνω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Lk 13:19	to grow (natural)
ηὔξησεν	αὐξάνω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Ac 7:17	to increase (undergo change)
αὐστηρός	αὐστηρός	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Lk 19:22	rigorous
αὐστηρὸς	αὐστηρός	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Lk 19:21	rigorous
Αὐτοὶ	αὐτός	masculine	nominative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Ac 13:4,Ac 13:14,1 Th 2:1,2 Th 3:7	-
Αὐτὸς	αὐτός	masculine	nominative	-	-	-	third person	singular	he, she, it; himself, herself, itself; same	pronoun	16	-	Mk 6:17,2 Co 10:1,Eph 2:14,1 Th 3:11,1 Th 5:23,2 Th 2:16,2 Th 3:16	-
Αὐτῶν	αὐτός	masculine	genitive	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 9:32	-
αὐτά	αὐτός	neuter	accusative	-	-	-	-	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 13:4	-
αὐτά	αὐτός	neuter	accusative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 6:26,Mt 13:7,Mt 13:28,Mt 13:30,Mt 13:39,Mt 23:4,Mk 10:14,Mk 10:16,Lk 5:7,Lk 14:19,Lk 17:31,Lk 18:16,Jn 5:36,Jn 10:3,Jn 13:17,Ro 2:3,Ga 3:10,Re 22:18	-
αὐτά	αὐτός	neuter	accusative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun, adjective	16	-	Ac 15:27	-
αὐτάς	αὐτός	feminine	accusative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Lk 24:5,Col 3:19	-
αὐτήν	αὐτός	feminine	accusative	-	-	-	third person	singular	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 10:39,Mt 16:25,Mk 8:35,Lk 9:24	to die ⇔ lose one’s life
αὐτήν	αὐτός	feminine	accusative	-	-	-	third person	singular	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 1:19,Mt 7:14,Mt 9:18,Mt 10:12,Mt 10:13,Mt 10:39,Mt 11:12,Mt 12:41,Mt 12:42,Mt 14:4,Mt 15:23,Mt 16:25,Mt 19:7,Mt 22:28,Mt 23:37,Mk 6:26,Mk 8:35,Mk 9:43,Mk 10:11,Mk 10:15,Mk 14:6,Lk 2:6,Lk 4:6,Lk 4:39,Lk 6:48,Lk 8:52,Lk 9:24,Lk 11:32,Lk 13:7,Lk 13:9,Lk 13:18,Lk 13:34,Lk 17:33,Lk 17:33,Lk 18:5,Lk 18:17,Lk 20:31,Lk 21:21,Jn 10:17,Jn 10:18,Jn 10:18,Jn 11:31,Jn 12:7,Jn 12:25,Jn 12:25,Ac 5:9,Ac 9:41,Ac 15:16,1 Co 7:12,Ga 1:13,Eph 5:29,Heb 4:6,Heb 12:17,1 Pe 3:11,Re 3:8,Re 18:8,Re 18:11,Re 21:23,Re 21:24,Re 21:26	-
αὐταῖς	αὐτός	feminine	dative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 28:9,Mt 28:10,Mk 16:6,Lk 8:3,Lk 13:14,Lk 24:4,Lk 24:10,Lk 24:11,Jn 5:39,1 Co 14:34,Php 4:3,1 Ti 1:18,1 Ti 5:16,Heb 10:3,2 Pe 3:16,Re 9:3,Re 9:4,Re 9:19,Re 15:1	-
αὐταῖς	αὐτός	feminine	dative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun, adjective	16	-	Heb 10:1	-
αὐτοί	αὐτός	masculine	nominative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 20:10,Ac 18:15,Re 6:11	-
αὐτούς	αὐτός	masculine	accusative	-	-	-	-	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Lk 2:18	-
αὐτούς	αὐτός	masculine	accusative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 2:9,Mt 4:21,Mt 4:24,Mt 7:16,Mt 7:20,Mt 7:24,Mt 10:21,Mt 10:26,Mt 13:15,Mt 14:18,Mt 15:14,Mt 15:30,Mt 17:5,Mt 17:27,Mt 19:4,Mt 21:3,Mt 21:14,Mk 1:20,Mk 2:13,Mk 4:15,Mk 6:33,Mk 6:34,Mk 6:36,Mk 6:48,Mk 8:5,Mk 8:9,Mk 8:29,Mk 9:14,Mk 9:16,Mk 9:16,Mk 9:33,Mk 10:1,Mk 10:6,Mk 11:6,Mk 13:12,Lk 1:65,Lk 2:9,Lk 2:20,Lk 2:46,Lk 2:49,Lk 3:13,Lk 4:23,Lk 4:40,Lk 5:22,Lk 5:31,Lk 5:34,Lk 6:9,Lk 6:47,Lk 8:21,Lk 8:22,Lk 9:3,Lk 9:5,Lk 9:13,Lk 9:34,Lk 9:54,Lk 10:2,Lk 11:5,Lk 11:31,Lk 11:47,Lk 11:48,Lk 12:15,Lk 12:24,Lk 13:4,Lk 13:23,Lk 14:7,Lk 14:25,Lk 18:31,Lk 19:13,Lk 19:33,Lk 20:3,Lk 20:23,Lk 20:25,Lk 20:41,Lk 22:15,Lk 23:12,Lk 23:14,Lk 23:22,Lk 24:17,Lk 24:25,Lk 24:44,Lk 24:50,Jn 7:50,Jn 8:2,Jn 12:40,Jn 13:1,Jn 17:14,Jn 18:7,Ac 1:7,Ac 2:38,Ac 4:8,Ac 4:19,Ac 4:21,Ac 4:21,Ac 4:33,Ac 5:21,Ac 5:33,Ac 5:35,Ac 5:38,Ac 5:39,Ac 7:34,Ac 8:11,Ac 10:20,Ac 10:28,Ac 12:21,Ac 13:2,Ac 14:5,Ac 15:2,Ac 15:7,Ac 15:17,Ac 15:33,Ac 16:10,Ac 16:23,Ac 16:37,Ac 17:9,Ac 18:6,Ac 19:2,Ac 19:6,Ac 21:32,Ac 22:30,Ac 28:17,Ac 28:27,Ro 11:11,Ro 11:23,Eph 6:9,2 Th 2:10,Heb 1:12,Heb 8:10,Heb 10:16,1 Jn 4:4,Re 7:15,Re 9:5,Re 11:7,Re 11:11,Re 13:7,Re 17:14,Re 20:9,Re 22:5	-
αὐτοὶ	αὐτός	masculine	nominative	-	-	-	third person	plural	he, she, it; himself, herself, itself; same	pronoun	16	-	Mt 5:4,Mt 5:5,Mt 5:6,Mt 5:7,Mt 5:8,Mt 5:9,Mt 12:27,Mt 23:4,Mt 25:44,Mk 6:31,Mk 7:36,Lk 2:50,Lk 6:11,Lk 9:36,Lk 11:4,Lk 11:19,Lk 11:46,Lk 11:48,Lk 11:52,Lk 13:4,Lk 14:1,Lk 14:12,Lk 16:28,Lk 17:13,Lk 18:34,Lk 22:23,Lk 22:71,Lk 24:14,Lk 24:35,Lk 24:52,Jn 3:28,Jn 4:42,Jn 4:45,Jn 6:24,Jn 17:8,Jn 17:11,Jn 17:19,Jn 17:21,Jn 18:28,Ac 2:22,Ac 15:32,Ac 16:37,Ac 20:34,Ac 22:19,Ac 24:15,Ac 24:20,Ac 27:36,Ac 28:28,Ro 8:23,Ro 8:23,Ro 11:31,Ro 15:14,2 Co 1:4,2 Co 1:9,2 Co 6:16,2 Co 10:12,Ga 2:9,Ga 2:17,Ga 6:13,1 Th 1:9,1 Th 2:14,1 Th 3:3,1 Th 4:9,1 Th 5:2,2 Ti 2:10,Heb 1:11,Heb 3:10,Heb 8:9,Heb 8:10,Heb 13:3,Heb 13:17,Jas 2:6,Jas 2:7,1 Pe 1:15,1 Pe 2:5,2 Pe 2:19,1 Jn 4:5,Re 12:11,Re 21:3	-
