Reference	Abbr	Text
Acts 20:12	Ac 20:12	And they took the youth away alive, and were not a little comforted. 
Acts 20:13	Ac 20:13	But going ahead to the ship, we set sail for Assos, intending to take Paul aboard there, for so he had arranged, intending himself to go by land. 
Acts 20:14	Ac 20:14	And when he met us at Assos, we took him on board and went to Mitylene. 
Acts 20:15	Ac 20:15	And sailing from there we came the following day opposite Chios; the next day we touched at Samos; and the day after that we went to Miletus. 
Acts 20:16	Ac 20:16	For Paul had decided to sail past Ephesus, so that he might not have to spend time in Asia, for he was hastening to be at Jerusalem, if possible, on the day of Pentecost. 
Acts 20:17	Ac 20:17	Now from Miletus he sent to Ephesus and called the elders of the church to come to him. 
Acts 20:18	Ac 20:18	And when they came to him, he said to them: “You yourselves know how I lived among you the whole time from the first day that I set foot in Asia, 
Acts 20:19	Ac 20:19	serving the Lord with all humility and with tears and with trials that happened to me through the plots of the Jews; 
Acts 20:20	Ac 20:20	how I did not shrink from declaring to you anything that was profitable, and teaching you in public and from house to house, 
Acts 20:21	Ac 20:21	testifying both to Jews and to Greeks of repentance toward God and of faith in our Lord Jesus Christ. 
Acts 20:22	Ac 20:22	And now, behold, I am going to Jerusalem, constrained by the Spirit, not knowing what will happen to me there, 
Acts 20:23	Ac 20:23	except that the Holy Spirit testifies to me in every city that imprisonment and afflictions await me. 
Acts 20:24	Ac 20:24	But I do not account my life of any value nor as precious to myself, if only I may finish my course and the ministry that I received from the Lord Jesus, to testify to the gospel of the grace of God. 
Acts 20:25	Ac 20:25	And now, behold, I know that none of you among whom I have gone about proclaiming the kingdom will see my face again. 
Acts 20:26	Ac 20:26	Therefore I testify to you this day that I am innocent of the blood of all, 
Acts 20:27	Ac 20:27	for I did not shrink from declaring to you the whole counsel of God. 
Acts 20:28	Ac 20:28	Pay careful attention to yourselves and to all the flock, in which the Holy Spirit has made you overseers, to care for the church of God, which he obtained with his own blood. 
Acts 20:29	Ac 20:29	I know that after my departure fierce wolves will come in among you, not sparing the flock; 
Acts 20:30	Ac 20:30	and from among your own selves will arise men speaking twisted things, to draw away the disciples after them. 
Acts 20:31	Ac 20:31	Therefore be alert, remembering that for three years I did not cease night or day to admonish every one with tears. 
Acts 20:32	Ac 20:32	And now I commend you to God and to the word of his grace, which is able to build you up and to give you the inheritance among all those who are sanctified. 
Acts 20:33	Ac 20:33	I coveted no one’s silver or gold or apparel. 
Acts 20:34	Ac 20:34	You yourselves know that these hands ministered to my necessities and to those who were with me. 
Acts 20:35	Ac 20:35	In all things I have shown you that by working hard in this way we must help the weak and remember the words of the Lord Jesus, how he himself said, ‘It is more blessed to give than to receive.’ ” 
Acts 20:36	Ac 20:36	And when he had said these things, he knelt down and prayed with them all. 
Acts 20:37	Ac 20:37	And there was much weeping on the part of all; they embraced Paul and kissed him, 
Acts 20:38	Ac 20:38	being sorrowful most of all because of the word he had spoken, that they would not see his face again. And they accompanied him to the ship. 
Acts 21:1	Ac 21:1	And when we had parted from them and set sail, we came by a straight course to Cos, and the next day to Rhodes, and from there to Patara. 
Acts 21:2	Ac 21:2	And having found a ship crossing to Phoenicia, we went aboard and set sail. 
Acts 21:3	Ac 21:3	When we had come in sight of Cyprus, leaving it on the left we sailed to Syria and landed at Tyre, for there the ship was to unload its cargo. 
Acts 21:4	Ac 21:4	And having sought out the disciples, we stayed there for seven days. And through the Spirit they were telling Paul not to go on to Jerusalem. 
Acts 21:5	Ac 21:5	When our days there were ended, we departed and went on our journey, and they all, with wives and children, accompanied us until we were outside the city. And kneeling down on the beach, we prayed 
Acts 21:6	Ac 21:6	and said farewell to one another. Then we went on board the ship, and they returned home. 
Acts 21:7	Ac 21:7	When we had finished the voyage from Tyre, we arrived at Ptolemais, and we greeted the brothers and stayed with them for one day. 
Acts 21:8	Ac 21:8	On the next day we departed and came to Caesarea, and we entered the house of Philip the evangelist, who was one of the seven, and stayed with him. 
Acts 21:9	Ac 21:9	He had four unmarried daughters, who prophesied. 
Acts 21:10	Ac 21:10	While we were staying for many days, a prophet named Agabus came down from Judea. 
Acts 21:11	Ac 21:11	And coming to us, he took Paul’s belt and bound his own feet and hands and said, “Thus says the Holy Spirit, ‘This is how the Jews at Jerusalem will bind the man who owns this belt and deliver him into the hands of the Gentiles.’ ” 
Acts 21:12	Ac 21:12	When we heard this, we and the people there urged him not to go up to Jerusalem. 
Acts 21:13	Ac 21:13	Then Paul answered, “What are you doing, weeping and breaking my heart? For I am ready not only to be imprisoned but even to die in Jerusalem for the name of the Lord Jesus.” 
Acts 21:14	Ac 21:14	And since he would not be persuaded, we ceased and said, “Let the will of the Lord be done.” 
Acts 21:15	Ac 21:15	After these days we got ready and went up to Jerusalem. 
Acts 21:16	Ac 21:16	And some of the disciples from Caesarea went with us, bringing us to the house of Mnason of Cyprus, an early disciple, with whom we should lodge. 
Acts 21:17	Ac 21:17	When we had come to Jerusalem, the brothers received us gladly. 
Acts 21:18	Ac 21:18	On the following day Paul went in with us to James, and all the elders were present. 
Acts 21:19	Ac 21:19	After greeting them, he related one by one the things that God had done among the Gentiles through his ministry. 
Acts 21:20	Ac 21:20	And when they heard it, they glorified God. And they said to him, “You see, brother, how many thousands there are among the Jews of those who have believed. They are all zealous for the law, 
Acts 21:21	Ac 21:21	and they have been told about you that you teach all the Jews who are among the Gentiles to forsake Moses, telling them not to circumcise their children or walk according to our customs. 
Acts 21:22	Ac 21:22	What then is to be done? They will certainly hear that you have come. 
Acts 21:23	Ac 21:23	Do therefore what we tell you. We have four men who are under a vow; 
Acts 21:24	Ac 21:24	take these men and purify yourself along with them and pay their expenses, so that they may shave their heads. Thus all will know that there is nothing in what they have been told about you, but that you yourself also live in observance of the law. 
Acts 21:25	Ac 21:25	But as for the Gentiles who have believed, we have sent a letter with our judgment that they should abstain from what has been sacrificed to idols, and from blood, and from what has been strangled, and from sexual immorality.” 
Acts 21:26	Ac 21:26	Then Paul took the men, and the next day he purified himself along with them and went into the temple, giving notice when the days of purification would be fulfilled and the offering presented for each one of them. 
Acts 21:27	Ac 21:27	When the seven days were almost completed, the Jews from Asia, seeing him in the temple, stirred up the whole crowd and laid hands on him, 
Acts 21:28	Ac 21:28	crying out, “Men of Israel, help! This is the man who is teaching everyone everywhere against the people and the law and this place. Moreover, he even brought Greeks into the temple and has defiled this holy place.” 
Acts 21:29	Ac 21:29	For they had previously seen Trophimus the Ephesian with him in the city, and they supposed that Paul had brought him into the temple. 
Acts 21:30	Ac 21:30	Then all the city was stirred up, and the people ran together. They seized Paul and dragged him out of the temple, and at once the gates were shut. 
Acts 21:31	Ac 21:31	And as they were seeking to kill him, word came to the tribune of the cohort that all Jerusalem was in confusion. 
Acts 21:32	Ac 21:32	He at once took soldiers and centurions and ran down to them. And when they saw the tribune and the soldiers, they stopped beating Paul. 
Acts 21:33	Ac 21:33	Then the tribune came up and arrested him and ordered him to be bound with two chains. He inquired who he was and what he had done. 
Acts 21:34	Ac 21:34	Some in the crowd were shouting one thing, some another. And as he could not learn the facts because of the uproar, he ordered him to be brought into the barracks. 
Acts 21:35	Ac 21:35	And when he came to the steps, he was actually carried by the soldiers because of the violence of the crowd, 
Acts 21:36	Ac 21:36	for the mob of the people followed, crying out, “Away with him!” 
Acts 21:37	Ac 21:37	As Paul was about to be brought into the barracks, he said to the tribune, “May I say something to you?” And he said, “Do you know Greek? 
Acts 21:38	Ac 21:38	Are you not the Egyptian, then, who recently stirred up a revolt and led the four thousand men of the Assassins out into the wilderness?” 
Acts 21:39	Ac 21:39	Paul replied, “I am a Jew, from Tarsus in Cilicia, a citizen of no obscure city. I beg you, permit me to speak to the people.” 
